Term,Type,Document_Frequency,Financial_Literacy,Reason
high interst,Bigram,51,Regular,
high need,Bigram,51,Regular,
hobby,Unigram,51,Regular,
house just,Bigram,51,Regular,
hurt credit,Bigram,51,Regular,
improvement repair,Bigram,51,Regular,
income expense,Bigram,51,Regular,
instead month,Bigram,51,Regular,
introductory,Unigram,51,Regular,
invest help,Bigram,51,Regular,
job current,Bigram,51,Regular,
just tire,Bigram,51,Regular,
lastly,Unigram,51,Regular,
live life,Bigram,51,Regular,
look rid,Bigram,51,Regular,
low income,Bigram,51,Regular,
make huge,Bigram,51,Regular,
mechanical,Unigram,51,Regular,
medical school,Bigram,51,Regular,
money better,Bigram,51,Regular,
money like,Bigram,51,Regular,
number payment,Bigram,51,Regular,
overall credit,Bigram,51,Regular,
overdue,Unigram,51,Regular,
payment bank,Bigram,51,Regular,
payment lender,Bigram,51,Regular,
payment right,Bigram,51,Regular,
payoff consolidate,Bigram,51,Regular,
privacy,Unigram,51,Regular,
professionally,Unigram,51,Regular,
purchase inventory,Bigram,51,Regular,
question regard,Bigram,51,Regular,
quickly add,Bigram,51,Regular,
rate exist,Bigram,51,Regular,
rate shorter,Bigram,51,Regular,
renovate kitchen,Bigram,51,Regular,
retail store,Bigram,51,Regular,
save wed,Bigram,51,Regular,
school add,Bigram,51,Regular,
score stable,Bigram,51,Regular,
strain,Unigram,51,Regular,
thank trust,Bigram,51,Regular,
time excellent,Bigram,51,Regular,
time responsible,Bigram,51,Regular,
time steady,Bigram,51,Regular,
try eliminate,Bigram,51,Regular,
typical,Unigram,51,Regular,
use replace,Bigram,51,Regular,
use start,Bigram,51,Regular,
vehicle purchase,Bigram,51,Regular,
way add,Bigram,51,Regular,
wonder,Unigram,51,Regular,
work just,Bigram,51,Regular,
year solid,Bigram,51,Regular,
abroad,Unigram,50,Regular,
add come,Bigram,50,Regular,
add majority,Bigram,50,Regular,
allow payoff,Bigram,50,Regular,
annual fee,Bigram,50,Regular,
attack,Unigram,50,Regular,
attic,Unigram,50,Regular,
badly,Unigram,50,Regular,
bal,Unigram,50,Regular,
bmw,Unigram,50,Regular,
budget make,Bigram,50,Regular,
car finance,Bigram,50,Regular,
card anymore,Bigram,50,Regular,
card continue,Bigram,50,Regular,
card doctor,Bigram,50,Regular,
card life,Bigram,50,Regular,
card possible,Bigram,50,Regular,
close add,Bigram,50,Regular,
close higher,Bigram,50,Regular,
consolidate improve,Bigram,50,Regular,
consolidate quickly,Bigram,50,Regular,
cosolidation,Unigram,50,Regular,
cover unexpected,Bigram,50,Regular,
crack,Unigram,50,Regular,
current budget,Bigram,50,Regular,
current employment,Bigram,50,Regular,
dear investor,Bigram,50,Regular,
deliver,Unigram,50,Regular,
dental expense,Bigram,50,Regular,
desperate,Unigram,50,Regular,
documentation,Unigram,50,Regular,
early year,Bigram,50,Regular,
expences,Unigram,50,Regular,
expense just,Bigram,50,Regular,
final payment,Bigram,50,Regular,
financially secure,Bigram,50,Regular,
floor home,Bigram,50,Regular,
future plan,Bigram,50,Regular,
good monthly,Bigram,50,Regular,
graphic,Unigram,50,Regular,
home improvment,Bigram,50,Regular,
home work,Bigram,50,Regular,
inground pool,Bigram,50,Regular,
kitchen appliance,Bigram,50,Regular,
know help,Bigram,50,Regular,
late make,Bigram,50,Regular,
little leave,Bigram,50,Regular,
live space,Bigram,50,Regular,
make higher,Bigram,50,Regular,
monday,Unigram,50,Regular,
nest,Unigram,50,Regular,
net monthly,Bigram,50,Regular,
new fence,Bigram,50,Regular,
old house,Bigram,50,Regular,
old son,Bigram,50,Regular,
payment affordable,Bigram,50,Regular,
payment apr,Bigram,50,Regular,
payment enable,Bigram,50,Regular,
payment focus,Bigram,50,Regular,
payment insurance,Bigram,50,Regular,
payment smaller,Bigram,50,Regular,
payment worry,Bigram,50,Regular,
payoff balance,Bigram,50,Regular,
personal consolidation,Bigram,50,Regular,
personal monthly,Bigram,50,Regular,
plan higher,Bigram,50,Regular,
plan sell,Bigram,50,Regular,
private party,Bigram,50,Regular,
problem credit,Bigram,50,Regular,
problem just,Bigram,50,Regular,
quickly lower,Bigram,50,Regular,
quickly thank,Bigram,50,Regular,
race,Unigram,50,Regular,
rate stable,Bigram,50,Regular,
remainder credit,Bigram,50,Regular,
renovation home,Bigram,50,Regular,
request add,Bigram,50,Regular,
salary increase,Bigram,50,Regular,
sincerely appreciate,Bigram,50,Regular,
span,Unigram,50,Regular,
stable good,Bigram,50,Regular,
term credit,Bigram,50,Regular,
time usually,Bigram,50,Regular,
try improve,Bigram,50,Regular,
vehicle add,Bigram,50,Regular,
wire,Unigram,50,Regular,
work week,Bigram,50,Regular,
year fix,Bigram,50,Regular,
year promote,Bigram,50,Regular,
year rate,Bigram,50,Regular,
